# # sequence-characters.txt

# Copyright 2021 Conway
# Licensed under Creative Commons Attribution 4.0 International (CC-BY-4.0),
# see <https://creativecommons.org/licenses/by/4.0/>.

# Contains tab-separated (stroke sequence, characters) data.

# This file is automatically generated by running `generate.py`
# in <https://github.com/stroke-input/stroke-input-data>.
# It should NOT be edited manually.
# Manual edits should be made to `codepoint-character-sequence.txt`

1	一
11	二
111	三
1111	亖
1111342511	脊
1111342541	脊
1111343511	脊
1111343541	脊
1112	丰
11121154	奊
11121325122	剨
1112145	匤
111215	匡
111215134	奊
11121553	劻
111253134	契
11134112	奉
111341134	奏
111343134	奏
112	亍于
1121	壬
11212132515	匿
11212324111213215115	匶
11212511	青
1121251113453	勣
11212521	靑
11212522125111345	匵
11212535125111345	匵
112134	兲
11213511	青
11215	匞
112154	丟
1122125121	冓
11221324111213215115	匶
11222	刊
112251	舌
11225122	刮
1123425115	唜
1123425135	唜
1123425153	唜
1123431341353	剺
11251112355	匭
11251112535	匭
1132	亓井
1132121	坓
113222	刑
113222121	型
11324	丼
113251113251134	奭
11325344	刱
1134	天夫
1134251	吞
113425113511	奣
11342512512515	匲
113434345	匧
1135	元
1135121	坖
113522	刓
113534	次
113534121	垐
113534251	咨
1135345	乲
113554251	兘
115	亏亐
11513251225	匾
11525121251124	夀
1154	云
12	丁丅十
121	土士
1211111342511	塉
1211111342541	塉
1211111343511	塉
1211111343541	塉
12111134112	埲
121111342511	堾
1211113552	垹
121112	圩
1211121115	匪
12111212511	埥
12111213511	埥
1211121554234	塐
1211135	坃
121115	圬
12111534	長
12112	圢
121121	圭
121121121	垚壵
121121121121135	墝
121121121135	堯
121121124121	堼
121121154	奊
121121211212112	墷
12112121154444	墕
121121212132511	墸
1211212121325114	墸
12112121215425221	壒
1211212122511134	墳
12112122	刲
121121222511134	墳
12112122511134	塻
121121225125132411121	壦
12112123215	埖
12112123235	埖
12112123253	埖
1211212341251	塔
12112124	卦
1211212415325	塃
12112132511	堵
121121325114	堵
12112132515	匿
12112134354	堎
12112135354	堎
1211214311124454	墶
1211214311124554	墶
12112151211251124	壔
1211215134	奊
12112153	劸
12112155121	埡
12112211	坩
121122111355	堪
12112211135553	墈
12112211155455453212	壣
121122112512134	墴
12112212511121	墐
12112212512134	墴
121122125125132411121	壦
121122134	垬
1211221342344	塨
121122134515	塂
12112213545252	墆
121122151234	堞
12112251111	埴
1211225111134	填
12112251112315	墘
12112251115	埴
1211225221413534	壊
12112324111213215115	匶
1211234341252511	墻
121124	圷
121125111	垣
12112511214124	塼
12112511234	埬
1211251124	埔
1211251134	埂
121125115315	堰
12112511534	域
12112511543	域
12112512	坷
1211251211251211	壃
121125125121	堛
12112512512515	塸
12112512531125221	壏
12112512531425221	壏
1211251253412	塥
1211251253512	塥
1211251254312	塥
12112522111234	墂
121125221121	堙
1211252211234	塛
121125221251112	墰
121125351121	堙
121125431234	堜
1211254444	馬
12113121121	堐
121131212511	堶
121131212541	堶
121131213511	堶
121131213541	堶
121131251534	堿
121131251543	堿
1211315534	城
121131553425221	墭
1211315543	城
121131554325221	墭
12113211234534	墄
12113211234543	墄
1211324	坏
12113241	坯
12113251	坧
121132522134	堧
12113254311214444121	壥
1211331234312342121	壢
1211332511234	塬
12113344	坺
121134115	垮
12113412	坪
12113412512	埼
12113425115	埯
1211343434	埉
12113434343434	塽
1211354	坂
121135534	城
12113553425221	墭
121135543	城
12113554325221	墭
12114312	坪
121145211111154	墵
121145211111221251123511	壩
12114521111132522	壖
121145241341154	墵
121145241341221251123511	壩
12114524134132522	壖
121145244441154	墵
121145244441221251123511	壩
12114524444132522	壖
121151532511	堦
1211525	坉
1211525111534	塡
121153532511	堦
121154121	垤
1211542511	堉
1211542541	堉
1211543511	堉
1211543541	堉
1211551	坘
121155332511	堦
1212	艹
121211	圵
121211124	垰
121211212112	華
121211212112112	墷
121211212132511	墸
1212112121325114	墸
12121121215425221	壒
12121122511134	塻
121211225125132411121	壦
12121123215	埖
12121123235	埖
12121123253	埖
1212112341251	塔
12121123454	埱
1212112415325	塃
121212	卍
1212121	址
1212121233	埗
12121251	坫
12121253444441	塷
1212135415121	塟
1212135435121	塟
1212135453121	塟
1212153151353334	壉
121215315225211	墟
1212153152512125221	壚
121221	卋
121224314311134	墣
12122511134121	墓
1212251113453	募
121225112521453	勱
12122512513241112153	勸
12122522145354	夢
1212324111215422	劐
121234125122	剳
12123425251	埫
12124	圤
121243135	垙
12124325251	埫
1212434525125121	壋
121244125441	堩
121244135441	堩
121251	吉
12125111	坥坦
1212511112	垾
12125111134	埧
1212511121	埋埕
1212511121124	塒
121251112134	堤
12125111234	堁
1212511134	垻
1212511135	垷
121251113533	場
1212511145211111154	壜
1212511145241341154	壜
1212511145244441154	壜
12125111515	堒
12125111535	堒
12125111553	堒
12125112	坤
121251121251	喆
121251121251121251	嚞
121251124124	博
121251125112511	墹
1212511251135321511	壛
12125112512531	塿
121251125214	堣
121251125221	塭
12125112522154	墁
12125113533	埸
121251135345	堨
1212511533533	塌
1212511541541	塌
121251212511134	墤
1212512125111344454	壝
1212512125111344554	壝
121251213432	堺
12125122511	堌
121251225251	堝
121251251	垇垌
1212512511	埍
1212512511134	塤
121251251115	堮
12125125113121221113134	壧
121251251251112	墠
1212512541	埍
1212513121	埕
12125134	坱
1212513511	埍
1212513541	埍
121251431	壴
12125143112511	壾
121251431251	喜
121251431251121251431251	囍
12125143125113241	噽
1212514312511324251	嚭
12125143153251	嘉
12125153	劼
121251534	哉
121251543	哉
121252	圸
1212521251431	塏
121252125251	堝
12125213112	堓
1212522112121	堽
1212522112143112	墿
121252211215	堽
1212522125122511	夁
121252214135	塄
121252214153	塄
12125232411121	墔
1212523415	埁
1212523445	埁
12125235113511	塴
12125251	坰垇
1212534125221	塭
1212535251	埛
12125431252	堈
121311222214444	墲
12131134	垁
1213113552	垹
121312	圲
121312121211	埵
12131212211	埵
1213122111534	塖
121312211211	埵
1213122113534	塖
1213122115334	塖
121312511121	堹
12131251113533	塲
1213125125221	塩
12131254311214444	壎
1213134	坆
121313425125251	墧
121315	圪圫
12132	卉
121321113554	塅
12132121	坵
12132121554	埏
12132124	坿
121321344	垘
12132151135	堄
1213215554	埏
121322	圳
121322511234	堢
12132411121	堆
12132511	者
121325111	垍
